"text","class"
" kasusnya  kaya  skarang     jd sy ga tau barang pesanan sy  dimana posisinya ","Positive"
"  semalem tu menunggi status pengiriman  idah d kirim  valid fitur track  toped yg bermasalah   ngomong tp tidk  respon ","Positive"
" ok   terima kasih ","Positive"
"   beli barang   pencet tombol beli    kesalahan koneksi  koneksi   aja terima kasih ","Positive"
" promo cashback  cepat diganti   karna  relevan cashback  yg  point terimakasih","Positive"
" mimin mohon cek pesan  ","Positive"
" ok min udh normal   deh  nanya  point ovo gunanya   yah    point tokopedia ","Positive"
"dear admin mohon bantuannya no transaksi   no resi jne valid  jne  toped gak valid customer    klik selesai terimakasih","Positive"
" hello cek dmnya lgi pls karna sya udh infokan email yg valid knpa dbilang g valid ya ","Positive"
" min knp ovo  ilang gini udh coba logout n login lg  kaya gini ","Positive"
"  memotong dana   alasan kelebihan ongkos kirim    kirim sesuai invoice  jne yes ","Positive"
"   terverifikasi maksud   transfernya manual  kali   saldo  kepotong  kali kalo    ya adakah call center yg   telp ","Positive"
" oke  masuk terima kasih yaa ","Positive"
" hallo tokopedia care   terima notifikasi sukses withdrawal via mandiri cash management   masuk  rekening  ","Positive"
"   beli barang  minimal seler tawarin invoice pesan satuan kasi nama tlp alamat lengkap   bayar  toped  aman trims","Positive"
" oh oke terima kasih oya kalo saldo tokopedia   gak ya  refund kode unik kalo    saldo tokopedia  tokocash mohon infonya ya ","Positive"
" min knapa tokopedia   proses konfirm asuransinya ","Positive"
" tolong balas inbox  ","Positive"
" pake ovo  jualan pulsa  gak yaa  tau  bonus ","Positive"
" mending tokocash kalo     kolom diskusi   penjual ready stok  pas  checkout bilang kosong mohon batalin min uangnya   kembaliin  pembeli   selesai lho ","Positive"
" klik beli  klik keranjang muncul   ","Positive"
" mohon   lgi ka","Positive"
"  cek batas kirim nya jam    malam  pengiriman pakai grab instant   ","Positive"
" halo min  pemenang tokopediaxvendryana  skrg blm  dm   konfirmasi  pemenang  udah   nnt dikasih kabar  via dm ig decicici tp  blm  kabar  ","Positive"
" skrg cashback tokopedia masuk  ovo poin   bs   transaksi   pln pulsa  sbgainya ","Positive"
"  terimakasih yaa ","Positive"
" top up ovo  toped  biaya tambahan biaya administrasi tambahan ga min ","Positive"
"   ga suka  ovo    tdk nyaman  s k    alasan  jujur  kecewa  dipaksa   ","Positive"
"  top up  aplikasi nominalnya maksimal juta gak  langsung juta ya min ","Positive"
"  pencarian otomatis   pickup ulang kalo repot mai sy  aja  biar cepat","Positive"
" app keren mantap cs fast respon solusi mudah selesai  suksesnya mantaaaap dah","Positive"
" ovo point     pembayaran dll contoh kemaren ovo point sy udh lumayan sy pakai  bayar isi bensin  shell dimana   dipakai ovo point yg  merchant ovo   tokped  dipakai ovo point nya","Positive"
"  knp ya min mohon bantuannya pdhl   aktivasi akun ovo  loh ","Positive"
" mohon dibaca dm trims","Positive"
"  dm mohon ditanggapi","Positive"
"admin no transaksi ivr xviii xi  batal  sistem     terverfikasi pembayaran    transfer mohon kembalikan uang    transfer admin ","Positive"
" tampilan  klik ovo  kayak gini ya    top up  website krn aplikasinya kayak gini  aplikasi terbaru ","Positive"
" halo min sdh sy kirimkan tgl nov tp  kesalahan penulisan nmr resi yg  ams ","Positive"
" min tolong  nomor  sayang ga aktif  ganti nomor  udah ganti via verifikasi email  kali ga dapet email kode  tokopedia hadeuh","Positive"
" halo tokopedia transaksi    terverifikasi ya   transfer sesuai nominal dr aplikasi","Positive"
"hi admin mohon bantu balas dm  terimakasih","Positive"
" krn td   lakukan pembayaran   toko pedia kasih tau klo butuh  jam  selesaikan pembayaran bpjs yg  lakukan trus  coba cek  kartu kredit   statusnya berhasil","Positive"
" telur putih eror gk   kupon  teman  sistem telurnya eror tolong dicek jgn  x jam  promo   jam dicek   user alami      pecahin telur biru  telur putih  kesalahan teknis ","Negative"
"  beli barang   ribet banget ya  berhari  nunggunya pembayaran   kendala  seminggu indomaret ganguan   diperbaiki bayar kode pembayaran mesti coba ulang x   nama    eror ditulis kis  diperbaik","Negative"
" maaf   mengubah nama toko  nama toko salah","Negative"
" malam kakak  kendala pembelian  ngimana  mgg cuman  info menunggu trusssss  menunggu  menunggu  mulu dr admin resolusi pusat hasil nya menunggu mulu  gk  barang lg kak tolong donk urusin ","Negative"
" astaga bca klikpay ga   ","Negative"
" mohon maaf  ketidaknyamanan yg  chacha alami  perihal  mohon pastikan nomor virtual account   sesuai   konfirmasi    merchant   perihal  bank mandiri   media pembayaran ","Negative"
" min tolong   beli kuota tanggal tp ga masuk suruh nunggu sampe tgl plg  tp smpai   blm masuk jga gmna yaa  komplain tp gaada tanggepan no invoiceivr xviii x ","Negative"
" min tolong   beli kuota tanggal tp ga masuk suruh nunggu sampe tgl plg  tp smpai   blm masuk jga gmna yaa   dm tp gaada tanggepan no invoiceivr xviii x ","Negative"
"     beli yg gak  stok nya   beli yg   gak  beli nya aja gak  keterangan nya  case custom  buyer  yg  camtum case yg    kirim gbr dideskrispi aja  keterangan nya  sih salah  buyer nya     ","Negative"
"  yg  masalhnya buyer gak respon  kemarin   kali  chat klo  tolak  yg kena pinalti nya yg kesalahan      yg membeli barang yg    konfimasi   ","Negative"
" min sy  gk dapet cashback ya transaksi  selesai ","Negative"
"halo admin   nunggu cashback x jam  blm  ya nomor invoice  dikirim by dm tolong difollowup thanksss","Negative"
"halo sy kmrin kirim pke kode booking job tp koq service pengiriman nya dr jne yes   jne reg knpa y  customers jdi kecewa ","Negative"
" kak  sesi  habis   log in   log in add email haru verivikasi  nomor telepon  nomor    aktif  disitu perintahnya suruh melampirkan data ktp  bukti pembayaran     ktp gmn kak ","Negative"
" halo kalo  tambahan biaya pengiriman   menu  ya    tambahan biaya packing kayu","Negative"
" sy saran utk layanan pembelian pulsa history no tlpn yg  diisi  dihapus  kadang  salah kirim pulsa  no hp ","Negative"
"  blm sy byr tlg  batalkan dl krn sy  salah input  bs tlg  cek  sy ud masukin kode plnpasti blm ","Negative"
" halo sy  transaksi pln tolong bantu  batalkan donk sy  input ulang krn nomornya salah","Negative"
"   bayar pesanan ga  pake mandiri  dah aneh bat","Negative"
" min  gimana tokopedia    dibuka  otp paket nomor hp      ganti nomor hp  tolong solusinya makasih","Negative"
" min transaksi sy  smpe skrg  diproses ya ","Negative"
"notif  ganggu  neh","Negative"
"  menunggu   coba  liat   menghapus postingan ","Negative"
"cekin dah invoice yg    nyampenya bos ","Negative"
" duhh napa sih mo jualan pulsa  toped susah bener  saldo n tokocash gak   jd agen pulsa toped beli pulsa  toped  bayar  atm  ribet bener deh loe toped adi muncul  gua  ama toped   input x t  ","Negative"
"  sy gak  request pickup paket orderan buyer sy sih napa sih toped urgent nih bikin  mulu nih toped  urgent case dibantu donk tinggal jam lg sblm orderan  dibatalin sistem toped  otomatis ","Negative"
" cairin dana   yaa prosesnya ","Negative"
"  dgn medaftar gold merchant toko dpt mengirim dr alamat berbeda   depok  dr malang tp   akun   ","Negative"
" pliis     proses  engga ya  bank   tunggu konfirmasi  tokopedia  respon tokopedia  bgt  dm berkali kali ni bilang  tunggu  so sad yaaa keburu uangku udah ditelen  penipunya ya ","Negative"
" gmn usaha umkm indonesia  maju kalo management pasar online kyk   kerjanya isinya merugikan pelaku usaha   belajar jualan online  untung  udh  buntung  yth tolong  dibantu perhatiin  ya trimakasih","Negative"
"   gitu min ","Negative"
"  buyer  pilih pengiriman gosend grab  muncul ya  opsi kurir   toko        area    km  km       solusi","Negative"
" barusan nyoba pake bbrp menit kelat min tokpednya ni  bermasalah  cc nya gagal deh dapet cashback sma tuker poin cc nypediacare t keburu  bawa kabur lahh tunggu  so sad yaaa keburu uangku udah ditelen  penipunya ya ","Negative"
"  buka tokped   engg  yg dibuka","Negative"
" faktatoped yg  alami susah hub cs nya via chat fb   mesin penjawab via twitter jawabanya bener tp  responya   memuaskan  yg  merasakannya ","Negative"
" iya bener tuh user interface apps ga user friendly ribet  mending versi yg  ","Negative"
"  hubungi customer service  kena tipu pnjual gadget  tokopedia","Negative"
"   pembohongan yg  lakukan  transaksi  dah  x ketipu tokopedia hati hati  ","Negative"
" paket      ya  ngirim tanaman takutnya mati dijalan resi ","Negative"
" admin toppersnya  pake aplikasi  suruh clear cache  browser atuh ga nyambung   pake aplikasi    swipe up aplikasinya trus coba  masnya ","Negative"
" mohon dicek transaksi tiket pgh odfga eta     nya   proses  terima kasih","Negative"
"min   lg searching salah jenis barang  toped   jam   yg nawarin  inbox   lihat history searching  gitu ya ","Negative"
"halo ane beli paket data smartfren via toped  status nya menunggu konfim operator yaa  menitan  butuh cepet paket internetnya nih ane","Negative"
"   update harga massal  produk   terupload ","Negative"
" salah  keyword    upside down aerox ","Negative"
"  tersedia  miliki  mensyukuri keberadaan       semangatpagi tokopediacarbisa dimatikan  awa kabur lahh tunggu  so sad yaaa keburu uangku udah ditelen  penipunya ya ","Negative"
"  yg   rekening mandiri ya repot  bayar biaya transfer  bank ","Negative"
" kak  tny  pembeli ajukan pembatalan krn brg  diproses prosedur nya   langsung disetujui ","Negative"
" min    beli barang  lapak     lapak   aktif  ngeceknya gimana ya tas dji phantom   ph ","Negative"
" cashback  diterima   dropshipper kasih promo tapu digagalkan  toped ","Negative"
" kejadian   pesan gojek instant  kecut ga  pemecahan   menunggu yg nama instant tuh   jg   nunggu  ","Negative"
" tolong  pelayanan utk customer jgn super jelek  order utk kiriman express dikasih  jgn smpai hr merugikan customer banget butuh cepet   nunggu  kelamaaannn kecewa jd nya  penipunya ya ","Negative"
" iya untung ketemu  susah cari memu batalnya","Negative"
"  transfer manual  bank mandiri  gak  ya ","Negative"
" tolong follow    kesulitan  mengirimkan dm karna   mohon bantuannya   kesulitan  verifikasi nomer telp  twitter ","Negative"
" ketentuan  yg sy langgar sy  pny akun sdgkan akun yg  blg  akun sy adl akun org  yg sekantor sm sy jd  lg ketentuan  yg sy langgar ","Negative"
" ndak  dl dah kuadukan  pengaduan  aplikasi  pengen curhat  krn saking keselnya kejadian berulang akun temen kantor diblgnya pny    sy hrs lomba an sm  byr tagihan  dpt cashback  biar org   tau mgk  yg senasib ","Negative"
" penarikan dana saldo tokopedia nya berhasil  salah masukin no rekening  gmn min ","Negative"
" iyes produk digital ga  rekening   transaksi  toped   jaman baheula  indomaret alfamart   terbelakang  toped","Negative"
" tolong  ivr xviii x statusnya  berhasil  dana     ","Negative"
"  toko bikin rating palsu minbantuanyacek dm foto  link","Negative"
"  dibalas  dm nya y kak ","Negative"
" siang min  dibantu pesanan  dikirim semalam  kendala komputer  bermasalah    masuk skr  udah keburu kena batal  sistem nomor resi pengiriman jne nya thanks ","Negative"
" min transaksi ku no  menunggu konfirmasi mohon bantuan  sellernya  bs langsung diproses   tks","Negative"
" siang      pembayaran  bni virtual account ya opsinya hilang   belanja  metoda pembayaran bni va ","Negative"
" tokopedia gagal kirim kode otentikasi  udah coba berkali kali   bantu  by sms  by phone  ","Negative"
" min gimana pesanan  dgn no invoice  no resi  nggk  dilacak  ya ","Negative"
" min gimana pesanan  dgn no invoice  no resi  nggk  dilacak  ya ","Negative"
" tokopedia  asuransipihak pembeli  bayar dikenakan biaya asuransi pelapak dilarang bayar asuransi ekspedisi      dirugikan  uang asuransi  diambil    pelapak   nyatakan salah","Negative"
" transaksi penjualan   invoice  telat  isi resinya jne  update sistem","Negative"
" muter  gk kebuka  yg salah pk wifi jg  ","Negative"
" emang nya kena biaya transfer ya ","Negative"
"cek dm  tolong konfirmasinya ya karna dr kemaren susah bgt dpt konfirmasi dr  tokopedia thanks ","Negative"
" gak pake belanjaan  keranjang gak sampe rb   dibayar  pilihannya gak  ","Negative"
" pembayaran   dipotong tokocash ga sampe rb qo  tetep mandiri ecash nya ga   ","Negative"
"  snk g ad  bayar pake va ","Negative"
"  parah nih    mandiri bank e  dinonaktifkan pakai  cobatensinya rb hr  coba lg pake promo beda eh cashbacknya rb mantuull cek promo  nunggu  ","Negative"
"  delivered  status  berubah tolong  cek","Negative"
" min  barusan bayar cc pke kode topedcc  statusnya  menunggu konfirmasi operator ya perasaan bayar cc pke kode  gagal mulu udh x bayar statusnya gantung tba gagal no invoiceivr xviii x ","Negative"
"   email menunggu pembayaran  tokopedia  dibagian status transaksi  menunggu pembayaran ","Negative"
"   ganti komplainny  carany ya kak   salah plih nya retur  refund pdhl  maunya refund krna brang ga sampe d tmpt  ","Negative"
"    bayar biaya asuransi kalo transaksi  selesai kemana biaya asuransi  ","Negative"
"min brg blm    stats slesai antr ya ","Negative"
" beli brp tuh ","Negative"
"  sy g trima nya sy uda  tanggung  dipotong  gara beda oke n reg  km pot kalo sy kirim emang sby  jkt  sesuai permintaan buyer  buyer salah kasih kec n kota buyer masuk tangerang org jne yg blg ","Negative"
"  sy  terpaksa putuskan jne oke  tangerang krn jne reg  tangerang kena rb n sy dijanjikan dpt rb  sy kirim y uda utk meminimalkan kerugian sy sy kirim  jne oke aja  tangerang  aja sy uda rugi rb ","Negative"
" mohon follow up  komplain barang no inv xviii x no resi barang pecah  diterima ","Negative"
"    pembayaran  blum  confirm peringatan  suruh bayar tokepedia gmna sih kerja nya no invnya ","Negative"
" min nomor    diganti  akun tokopedia   pas pengiriman nomornya  nomor    kali pengiriman  ","Negative"
" say  ajukan pembatalan kak tlong  proses ","Negative"
"    udah turun  proses   tanggal ","Negative"
" hm mahal mahal  tukar","Negative"
"   memecahkan lucky egg   kupon cashback hingha k    lihat gak   kupon  ","Negative"
" mohon bantuannya admin  meng cancel pencarian driver  barang  belom ready  salah klik ","Negative"
" anyway makasih udah buang  ","Negative"
"halo   komplain utk pembelian  penjual a n akun melvaantique dg nmr invoice barang sdh  tp pecah   berusaha komunikasi via chat tp smp  ybs tdk ","Negative"
"  dinonaktifkan sih min ","Negative"
" terima kasih  membantu   sistem status  gagal   berubah statusnya ","Negative"
" ok sy tunggu kabar baiknya  butuh brapa  ya ","Negative"
"min gimana ya  bencana palu  pelanggan    hubungi gimana nih ","Negative"
"   nanya   kali    pembelian  program cicilan  gagal  pemberitahuan  pembayaran ditolak  bank   mencoba menghubungi bank kartu kredit     bank limit kartu   ","Negative"
"  berlaku toko cash   ya ","Negative"
" min harap dibales  mention  dm    tweet menit    balas   tunggu jam dr tweet    dr dm  mohon responsenya aktifnya     terselesaikan dr kmrn thanks","Negative"
" tiket komplain saldo penjualan  ditahan  alasan mengkonfirmasi  pembeli  saldo   direview  oktober  butuh      konfirmasi  tertulis  x jam mohon tanggapan ","Negative"
" yg    selisih ongkosnya  selisih harinya   jne yes   pakai j t  gimana tanggung  ","Negative"
" mention  twittwr   ya  permasalahan  gaada dj pilihan  ","Negative"
" halo    mengonfirmasi pembayaran  tiket kereta  unggah bukti pembayaran tp   dapet email ya ","Negative"
"  topup e money   mandiri virtual trf  bank     produk non digital  mandiri virtual    min ","Negative"
" maksudnya statusnya barang  dikirim      terima so ","Negative"
" malam toped knp  ya beli token pln blm dikirim tokennya","Negative"
" sya  merubah akun sya  nmr telp  email  email a   yahoo      password a bgtu  nomor hp     nomor    kartu    tudak     mengubahnya ","Negative"
"   komplain  seller krn barang  tp  d respon  mnt  dana  kalo tdk d respon  otomatis  ","Negative"
" siang admin pembayaran tagihan  mandiri      tersedia ","Negative"
"  auto pembelian reksadana    ngadat ya min ","Negative"
" halo mw  komplain ko  gagal ya keterangan koneksi timeout  jaringan    tolong gmn iini ","Negative"
"   pengembalian barang retur   memasukan nomer resi  status blm berubah status  menunggu pembeli memasukan resi solusinya ","Negative"
"pas cek  akun ad  nanya     emang transaksi via bank mandiri  dinonaktifkan sampe batas  yg  ditentukan  sedih  ","Negative"
"nomor resi jd barang   kirim   penjual  mention  aps ya no response payah ","Negative"
" min nomor invoice ivr xviii x  d konfirmasi  thx","Negative"
"  maksudnya   extended statusnya ","Negative"
" oh reksa dana  membeli ea min ","Negative"
" nanya    bayar tv kabel   metode pembayaran nya  ga  ya pilihannya   ga  kayak beli barang        ","Negative"
" gmn transaksi      terima dananya ","Negative"
" gmn dana dr transaksi     masuk   astaghfirullah ","Negative"
" halo  mengalami kendala transaksi nomor transaksi tkp uang    tarik  pembayaran  terproses  item   keranjang pembayaran  bca klikpay mohon bantuannya","Negative"
" tlg respon  brg yg  beli dlm  rusak  takut  ga bs tukar barang   beli  dana   bs   respon cs nya   tlg  pertnyaan  ","Negative"
" halo toped   kendala  barang   beli dr toped  cepat hub cs toped gmn ya  uda bingung  cr  krn tdk  respon dr penjual ","Negative"
" tlg response dm sy seller  kali dgn sengaja masukkin resi palsu mengulur  seller sgt tdk kopperatif   cm disuruh tunggu tunggu  ntah  kpn comeon min masak  era digital konsumen msh jd korban sih ","Negative"
" min kode uniknya  gabisa ditemukan knp ya ","Negative"
"  delivered  statusnya  berubah ","Negative"
" data penumpang yg tersimpan   tiket kai gak   app native tp   ngisi data   snackbar notification duplicate data benerin tuh","Negative"
" okayyy ditunggu dmnya kak  masuk  heheheu","Negative"
"    ya min  sistem tampilannya berubah  pikir  pembaruan versi aplikasi krn   input data  udah gitu x input  aja peringatan aneh moga besok pagi dst normal  deh","Negative"
" helo  kesulitan pesan tiket kereta dg pembaruan aplikasi toped terbaru please bantu  muncul peringatan tsb  versi  lbh simpel data penumpang udah  record  input manual lg  jd ribet skrg thanks ","Negative"
"   bayar tiket  uangnya dikembaliin  saldo sih  kalo penarikan maksutnya gimana ","Negative"
" halo tokopedia akun reksadana     diakses      ya    ganti nomor telepon  email    kali kirim email bantuan    tanggapan ","Negative"
"     system toko pedia","Negative"
" min   mesen barang  salah alamat  no tlp  batalin nya gmn ya  cari  internet    invoice tp ga  menu pembatalan pesanan mumpung blm  kirim  seller nya","Negative"
"  kemarin  beli voucher makan suruh nunggu  esensi nya beli voucher makan ya  makan langsung aplikasi penyedia voucher  aja  transfer voucher lsg  dipake  ","Negative"
" ngga maksudnya   dapet dana cashback  transaksi  dana cashback tsb  diuangkan  transfer  rekening sy ngga terimakasih","Negative"
"   keranjang   produk  pas  klik  kosong   pas  belanja  ditagih  produk gara gara  ","Negative"
"oiya  salah transfer  rek   nama septiyan saputra  rek  nama tokopedia    order    tokopedia  salah transfer  mohon bantuannya ","Negative"
"  nih  cashback ya  cair   x jam  transaksi   bohong min  janji janji mu","Negative"
" min  sy g bs pake transfer manual mandiri  bayar tagihan indihome ","Negative"
" invoice ivr xviii x   menunggu pembayaran     sengaja terpencet tombol batal    pembayaran  klikpay   dibatalkan  penggunaan vouchernya  mw proses ulang","Negative"
" sttus orderan   bgaimana min  ga  gini diam  jgn mkn gaji buta sempak ","Negative"
" tolong  gimana saldo   bertambah revelsal     konfirmasi  bank   uang masukakun ahmadshodikin com ","Negative"
" pembelian token pln  ko  berhasil ya ivr xviii x ","Negative"
" siang    pembayaran via transfer tp blm dpt konfirmasi jg  normal kah thanks","Negative"
" no transaksi penjual  masukkin no resi pengiriman dikomplainan  statusnya  menunggu penjual memasukin resi ","Negative"
" min  udah upload bukti pembayaran unt invoice ivr xviii x tpi   terverifikasi ya ","Negative"
"  saldo tokocash  dipakai  pembelian pulsa   cek out pembayaran  ga muncul pembayaran  tokocash ya  kayanya ","Negative"
"dear admin    beli barang  rek  bank bjb    transfernya   salah  rekening tokopedia yg   laman pilih metode pembayaran  bank yg   ngga   list  tks ","Negative"
" help kk  bingung   penjual an  tokopedia thx","Negative"
" iya kak bentar yaa    beli barang  tp  metode pembayaran yg berbeda  yg gagal   terproses tapisaldo bri    debit ","Negative"
" selamat mlmpak bu   pembelian  metode briva  pembayaran  pemberitahuan  transakasi gagal   rek koran dana  rekening terdebet  dana   masuk  tokopedia makasih","Negative"
"tokopedia mlm  error ya topup emoney gak masuk byr bpjs gagal","Negative"
" bayar  virtual account mndiri  msh blok terkonfirmasi ya ","Negative"
"  kenyataan nya fitur   merugikan pembeli  transaksi    sesuai kesepakatan   peluang penipuan  penjual  menerima peuang  mengurimkan barang pengganti  ditolak  pembeli","Negative"
"   tgl   pesanan umpan ikan mas krik  bungkus  toko salam krik   transfer  rp  tokopedia  rekening bni   lampirkan bukti transfer mohon   diverifikasi thanks ","Negative"
"     jg coba masukan tracking number  website tiki  nama alamatnya salah tolong dicek deh  toko abal x kayanya reviewnya namanya dobel x  berulang x barang berbeda thx ","Negative"
"dear   bayar tagihan cc   promo cashback rb tp gagal dgn alasan teknis senilai  balasanya dana  masuk saldo  masuk saldo  ya rekening bca  saldo tokopedia saldo tokped sy  bca msh  nih ","Negative"
" help me  transaksi  ga  input resi  hilang  udah gak  databasenya  kurir pembatalan otomatis jam  solusinya  ","Negative"
" iya  jne  asuransi kehilangan   kapn   selesaikan   tokopedia jne menolak klaim krena kerusakan    packig  aman lha kalo jatuh  terbanting   packing   aman  thx","Negative"
" halo    pembayaran barang  jam sampe  statusnya   menunggu pembayaran   ","Negative"
"  keterlambatan penarikan  bank bni  bni      yg bener  ","Negative"
"  promo pembayaran kartu kredit   gagal total ya  coba  x saldo kedebet  gagal    ngurus  penarikan dana  saldo tokped","Negative"
" tolong respon kendala   dm terima kasih","Negative"
"  diinfo pembelian reksa dana  ya  cek nya   ","Negative"
" min  bayar tagihan kartu kredit  gagal  y ","Negative"
" min  udah  pembayaran  unggah pembayaran        notifikasi  toped yaa mohon bantuannya  solusinya yaa","Negative"
" min   bayar cc pakai kode promo  gagal pending dana nya   ","Negative"
"    penyelesaian transaksi detail  kirim via dm   transfer  go mobile cimb niaga  cimb clicks ","Negative"
" hi admin   komplain  tokopedia karna barang  gak  karna ojek fiktif tgl  komplain   selesai  dana    ","Negative"
" penyakit  tokopedia  sih liat aja  ntar kalo udah diatas jam  deh normal promonya udah kelar ga dibetein  tokopediacaremercare  bermasalah    ditutup metode pembayarannya lost many time s t co yroiryslhps t co hcpdeqgot","Negative"
" min  nanya paymen id pls dana senilai rp   dikembalikan   masuk ","Negative"
" min   tolong cek gosend sameday   nomor resi nya gk beli nya kemaren sampe  status gak berubah","Negative"
"  berhasil  pembayaran tp stelah bayar  dibilang transaksi gagal duit  kepotong  bank  gak   tokocash surem  bayar cc lg ga pake promo   aja tulisannya  kendala teknis silakan coba    ivr xviii x ","Negative"
" min cashback tokocash  pembelian tiket peeawat kode promo pesawatmania  blm masuk yaa ","Negative"
" mohon info invoice dr  jum at status  diproses  penjual  no resi tdk muncul ","Negative"
" min tolong dibantu sy td transaksi pulsa memakai cc sbagian dpotong tokocash hny   proses valid cc  eror koneksi  bs dibantu krn klo trnsaksi dibatalkan  tokocash  hilang sia sdgkn beli pulsa blum brhasil mohon dibantu ","Negative"
" min sya komplain  penjual ttg transaksi   direspon ga ngenakin ya ","Negative"
" trx ivr xviii x  blm terproses ya  bukti setornya ","Negative"
" min ko  ga  proses beli ya gagal    gegara pake voucher ongkir k  belanja min k   app  bermasalah tolong dibantu thank","Negative"
" mohon tanggapan   pesen  bayar tiket pesawat  tbtb tiket  hilang  status  bayar terimakasih ","Negative"
"   transaksi digital apapun   pas masukin kode refferal dibilang udah  transaksi digital ya aneh ","Negative"
" sukurrr  gua aja yg benci lu ki seller online  benci wkwkek","Negative"
"   balas kak  tunggu balasannya ","Negative"
"     saldo reksadana   gak   lihat ya  udah ganti nomor  x jam udah   tp   nyangkut  email yg   ya ","Negative"
" halo min     berhenti berlangganan bpjs gimana ya ","Negative"
" min saldo tokocash  gak masuk  ganti nomor gimana  ","Negative"
" diskusi produk udah  hapus    ya  udah refresh halamannya   dihapus ","Negative"
" diskusi produk udah  hapus    ya  udah refresh halamannya   dihapus ","Negative"
" iya min   barang aja  penjual   pickup lha tau statusnya selesai  pilih kurir gojek   pengen cepat  kalo kek gini  jd   tolong ditindak  driver gojeknya   curang selesai  pickup","Negative"
" mengalami kendala  pembeli   ditempat  gojek mengembalikan produk      restart   cari driver   siasia  pembeli   dikirim esok   bsk aja gt ","Negative"
" min   bayar pgn kq gagal mulu ya uang udh  transfer tp  balikin  ga  gimana  coba logout tambahin barang  hapus   aja notifnya coba  applikasi   metode pembayarannya lost many time s t co yroiryslhps t co hcpdeqgot","Negative"
"   memilih pembayaran  indomaret   kendala  sistem indomaretnya   membayar  metode    ","Negative"
"kakak  nanya kalo beli paket data  nomor a  apasih yg dikirimkan  nomor a  a paket data b pulsa  kak respon kakak ditunggu ","Negative"
" min   blm  cashback abis bayar tagihan listrik","Negative"
" min  transaksi pulsa gagal   ya ","Negative"
" pantesan sy bingung   kmarin uda input   ms   pas slesai transaksi gak dpet    nomor invoice nya ","Negative"
"    ikon keranjang   tanda   pesan produk  pembayaran     dicek  keranjang   kosong ","Negative"
"  gmn   pas bayar  tagihan asuransi  gak dipakai asuransinya ","Negative"
" pagi kak order   malem  proses verifikasi pembayarannya   sampe skrg yaa tolong banget dibantu butuh barangnya pagi  invoice udah  dm makasih","Negative"
" min mohob bantuannya  invoice pym xviii x  bayar via virtual account tp ga terupdate   kendala daftar pembayaran  tersimpan thanks","Negative"
" kak tolong cancel nomer invoice  salah seller terimakasih","Negative"
"    dik melati tolong aktifkan  layanan pembayaran mandiri  rugi kakak dik  kena pake debit  kakak bayar nya ches en kere  ngreditssss makasih ","Negative"
"ivr xviii x    ya verifikasi pembayarannya ","Negative"
"    ya   kesalahan  disengaja  batalkan   penipuan   bilang saldo  masuk  buktinya ","Negative"
" halo tolong    konfirmasi  kali ya  via email  x  loh uang tolong diteruskan  seller knp      ribet ","Negative"
" min   kemarin pembayaran via indomart alfamart lg gangguan    yah server gagal kis","Negative"
" siang  kasih saran   kasih tau tolong aplikasinya lemot kali tolong  benerin tampilannya  aj  gpp agk repot klu lgi pilih brg thanks before","Negative"
" min    pembayaran   statusnya  menunggu pembayaran ","Negative"
" kak ceck dm     kendala ","Negative"
"   telusuri  twit  nya  keliatan  rangkumannya toko yg  laporkan  twit  jualan software bajakan   beroperasi ","Negative"
" malam min  gimana ya saldo tokocash   blm masuk ya  x jam  ganti nomor tp blm masuk ","Negative"
" waah gak asik main cc nonaktifkan  deh utk  fitur langgananku semoga toped gak  lg  topup tokocash kyk  lg pagi  terkirim nya pesan iniya kemarin jam pagi sdh bayakali   kudu piye ny time s t co yroiryslhps t co hcpdeqgot","Negative"
" juta rupiah   keluarkan   membeli pelayanan sia belaka tolong  dibenerin indikator performa nya   orang buang duit sia sia ","Negative"
"  penjualan masuk menu   ya min ","Negative"
" mohon info  penjualan reksadana     dijual  tokocash  menunya hilang   menu jual  akun bank pribadi    gangguan ","Negative"
" sore min   kalo nomer    verifikasi hilang klo  penarikan saldo  ya min ","Negative"
"  rugi rb  ongkir  retur  berbelanja  tokopedia    tokopedia  penyelesaian  memuaskan tokopedia tokopediacare ","Negative"
" kulon cashback digital tambahin min  bayar tagihan telkom tp kode toped   dipake  ","Negative"
" thanks balasannya     manajer bos tokopedia  dihubungi ni   kerja cs melulu manajernya kabur  meniru mitra      solusi manajernya  sembunyi pegawainya dijadikan tameng hehehe","Negative"
" layanan pengguna        berhenti berfungsi    nomor telepon ya  telepon manajer  pegawai   dijadikan tameng manajernya sembunyi ","Negative"
"min  pembayaran produk digital  transfer manual  rekening mandiri  bermasalah ya      solusi dr    hubungi dr  minggu am pagi sdh bayakali   kudu piye ny time s t co yroiryslhps t co hcpdeqgot","Negative"
"paket yg  pesan  datangnya kayak gini gk  bubble wrap  kardus   untung gak rusak pinggirnya ih alian   hubungi dr  minggu am pagi sdh bayakali   kudu piye ny time s t co yroiryslhps t co hcpdeqgot","Negative"
"  parcel buah pake jne j t wahana tiki dll ya hancur dijalan vin alvin   toko  bikin  terima gojek  grab  hindarin expedisi yg  ","Negative"
" udah  kirim dm ka coba cek ya statusnya    trims","Negative"
" min  penjual utk transaksi nomor   masukkan resi tp ditolak  no resi  diinput    blum input  ","Negative"
" sy  x  dpt sms kaya gini  nanya  skrg  psanan   no hp penerima  dpt bginian soalny   kirim barang utk jual  bahaya klo  sms bginian","Negative"
